date,figure,fyear,measure,period,type,value
2017-12-31,common-outstanding-diluted,2017.0,period,Q4,common,1757766000
2017-12-31,common-outstanding-diluted,2017.0,period,H2,common,1755893000
2017-09-30,common-outstanding-diluted,2017.0,period,TTM-1.5,common,1682499250
2017-09-30,common-outstanding-diluted,2017.0,period,9M,common,1746176000
2017-09-30,common-outstanding-diluted,2017.0,period,Q3,common,1754156000
2017-06-30,common-outstanding-diluted,2017.0,period,TTM-1.75,common,1613012250
2017-06-30,common-outstanding-diluted,2017.0,period,H1,common,1742107000
2017-06-30,common-outstanding-diluted,2017.0,period,Q2,common,1748883000
2017-03-31,common-outstanding-diluted,2017.0,period,TTM-2,common,1545880500
2017-03-31,common-outstanding-diluted,2017.0,period,Q1,common,1735195000
2016-12-31,common-outstanding-diluted,2016.0,period,TTM-2.25,common,1483000000
2016-12-31,common-outstanding-diluted,2016.0,period,FY,common,1483000000
2016-12-31,common-outstanding-diluted,2016.0,period,Q4,common,1491469000
2016-12-31,common-outstanding-diluted,2016.0,period,H2,common,1483674000
2016-09-30,common-outstanding-diluted,2016.0,period,TTM-2.5,common,1486780250
2016-09-30,common-outstanding-diluted,2016.0,period,9M,common,1482680000
2016-09-30,common-outstanding-diluted,2016.0,period,Q3,common,1476366000
2016-06-30,common-outstanding-diluted,2016.0,period,TTM-2.75,common,1492225000
2016-06-30,common-outstanding-diluted,2016.0,period,H1,common,1482326000
2016-06-30,common-outstanding-diluted,2016.0,period,Q2,common,1480492000
2016-03-31,common-outstanding-diluted,2016.0,period,TTM-3,common,1498034000
2016-03-31,common-outstanding-diluted,2016.0,period,Q1,common,1483673000
2015-12-31,common-outstanding-diluted,2015.0,period,TTM-3.25,common,1506000000
2015-12-31,common-outstanding-diluted,2015.0,period,FY,common,1506000000
2015-12-31,common-outstanding-diluted,2015.0,period,Q4,common,1499081000
2015-12-31,common-outstanding-diluted,2015.0,period,H2,common,1501039000
2015-09-30,common-outstanding-diluted,2015.0,period,TTM-3.5,common,1512728750
2015-09-30,common-outstanding-diluted,2015.0,period,9M,common,1509144000
2015-09-30,common-outstanding-diluted,2015.0,period,Q3,common,1505167000
2015-06-30,common-outstanding-diluted,2015.0,period,TTM-3.75,common,1516296250
2015-06-30,common-outstanding-diluted,2015.0,period,H1,common,1510961000
2015-06-30,common-outstanding-diluted,2015.0,period,Q2,common,1504215000
2015-03-31,common-outstanding-diluted,2015.0,period,TTM-4,common,1518961500
2015-03-31,common-outstanding-diluted,2015.0,period,Q1,common,1515537000
2014-12-31,common-outstanding-diluted,2014.0,period,TTM-4.25,common,1527000000
2014-12-31,common-outstanding-diluted,2014.0,period,FY,common,1527000000
2014-12-31,common-outstanding-diluted,2014.0,period,Q4,common,1523483000
2014-12-31,common-outstanding-diluted,2014.0,period,H2,common,1521727000
2014-09-30,common-outstanding-diluted,2014.0,period,TTM-4.5,common,1538125750
2014-09-30,common-outstanding-diluted,2014.0,period,9M,common,1528632000
2014-09-30,common-outstanding-diluted,2014.0,period,Q3,common,1519780000
2014-06-30,common-outstanding-diluted,2014.0,period,TTM-4.75,common,1549461000
2014-06-30,common-outstanding-diluted,2014.0,period,H1,common,1532273000
2014-06-30,common-outstanding-diluted,2014.0,period,Q2,common,1517046000
2014-03-31,common-outstanding-diluted,2014.0,period,TTM-5,common,1564418250
2014-03-31,common-outstanding-diluted,2014.0,period,Q1,common,1547691000
2013-12-31,common-outstanding-diluted,2013.0,period,TTM-5.25,common,1574000000
2013-12-31,common-outstanding-diluted,2013.0,period,FY,common,1574000000
2013-12-31,common-outstanding-diluted,2013.0,period,Q4,common,1566607000
2013-12-31,common-outstanding-diluted,2013.0,period,H2,common,1566380000
2013-09-30,common-outstanding-diluted,2013.0,period,TTM-5.5,common,1581289500
2013-09-30,common-outstanding-diluted,2013.0,period,9M,common,1576483000
2013-09-30,common-outstanding-diluted,2013.0,period,Q3,common,1566691000
2013-06-30,common-outstanding-diluted,2013.0,period,TTM-5.75,common,1588307000
2013-06-30,common-outstanding-diluted,2013.0,period,H1,common,1581620000
2013-06-30,common-outstanding-diluted,2013.0,period,Q2,common,1576684000
2013-03-31,common-outstanding-diluted,2013.0,period,TTM-6,common,1591127000
2013-03-31,common-outstanding-diluted,2013.0,period,Q1,common,1586018000
2012-12-31,common-outstanding-diluted,2012.0,period,TTM-6.25,common,1592000000
2012-12-31,common-outstanding-diluted,2012.0,period,FY,common,1592000000
2012-12-31,common-outstanding-diluted,2012.0,period,Q4,common,1595709000
2012-12-31,common-outstanding-diluted,2012.0,period,H2,common,1595323000
2012-09-30,common-outstanding-diluted,2012.0,period,TTM-6.5,common,319848380
2012-09-30,common-outstanding-diluted,2012.0,period,9M,common,1590966000
2012-09-30,common-outstanding-diluted,2012.0,period,Q3,common,1594279000
2012-06-30,common-outstanding-diluted,2012.0,period,TTM-6.75,common,736471620
2012-06-30,common-outstanding-diluted,2012.0,period,H1,common,1588677000
2012-06-30,common-outstanding-diluted,2012.0,period,Q2,common,1588502000
2012-03-31,common-outstanding-diluted,2012.0,period,TTM-7,common,1153884180
2012-03-31,common-outstanding-diluted,2012.0,period,Q1,common,1589510000
2011-12-31,common-outstanding-diluted,2011.0,period,TTM-7.25,common,1567000000
2011-12-31,common-outstanding-diluted,2011.0,period,FY,common,1567000000
2011-12-31,common-outstanding-diluted,2011.0,period,Q4,common,-3493504480
2011-12-31,common-outstanding-diluted,2011.0,period,H2,common,-115286560
